gene	module
SLC9B2	brown
SLCO1B3	grey
SLCO2A1	grey
SLCO3A1	grey
SLCO4A1	brown
SLCO4C1	grey
SLFN11	red
SLFN12	grey
SLFN13	red
SLFN5	greenyellow
SLIRP	blue
SLIT1	red
SLIT2	grey
SLITRK1	turquoise
SLITRK6	grey
SLK	grey
SLMAP	grey
SLMO1	grey
SLMO2	blue
SLPI	grey
SLTM	grey
SLU7	grey
SLURP1	turquoise
SLX4	greenyellow
SMA5	grey
SMAD1	cyan
SMAD2	grey
SMAD3	greenyellow
SMAD4	greenyellow
SMAD5	grey
SMAD6	pink
SMAD7	pink
SMAGP	brown
SMAP1	brown
SMAP2	darkred
SMARCA1	grey
SMARCA2	grey
SMARCA4	greenyellow
SMARCA5	grey
SMARCAD1	grey
SMARCAL1	grey
SMARCB1	grey
SMARCC1	greenyellow
SMARCC2	cyan
SMARCD1	grey
SMARCD2	cyan
SMARCD3	grey
SMARCE1	grey
SMC1A	greenyellow
SMC2	grey
SMC3	grey
SMC4	grey
SMC5	grey
SMC6	blue
SMCHD1	grey
SMCR5	turquoise
SMCR7	grey
SMCR7L	greenyellow
SMCR8	greenyellow
SMEK1	grey
SMEK2	green
SMEK3P	turquoise
SMG1	cyan
SMG5	greenyellow
SMG6	cyan
SMG7	cyan
SMG8	grey60
SMG9	yellow
SMN2	grey
SMNDC1	lightgreen
SMO	yellow
SMOC1	grey
SMOC2	brown
SMOX	pink
SMPD1	grey
SMPD2	red
SMPD3	darkred
SMPD4	greenyellow
SMPDL3A	grey
SMPDL3B	grey
SMPX	grey
SMS	yellow
SMTN	pink
SMU1	black
SMURF1	yellow
SMURF2	lightgreen
SMYD2	green
SMYD3	grey
SMYD4	grey
SMYD5	grey
SNAI1	grey
SNAI2	pink
SNAP23	lightgreen
SNAP29	grey
SNAP47	salmon
SNAPC1	black
SNAPC2	turquoise
SNAPC3	lightgreen
SNAPC4	grey
SNAPC5	grey
SNAPIN	grey
SNCA	grey
SNCAIP	grey
SNCG	grey
SND1	yellow
SNED1	grey
SNF8	grey
SNHG11	grey
DANCR	grey
SNHG6	blue
SNHG9	grey
SNIP1	grey
SNORA10	grey
SNORA12	grey
SNORA14A	darkgreen
SNORA14B	grey
SNORA21	darkgreen
SNORA23	darkgreen
SNORA24	grey
SNORA27	darkgreen
SNORA28	grey
SNORA29	turquoise
SNORA2A	darkgreen
SNORA2B	darkgreen
SNORA30	turquoise
SNORA31	darkgreen
SNORA38	darkgreen
SNORA41	darkgreen
SNORA42	darkgreen
SNORA46	darkgreen
SNORA47	turquoise
SNORA48	darkgreen
SNORA49	darkgreen
SNORA50	darkgreen
SNORA52	darkgreen
SNORA53	darkgreen
SNORA55	darkgreen
SNORA56	turquoise
SNORA57	darkgreen
SNORA58	turquoise
SNORA5A	darkgreen
SNORA5C	darkgreen
SNORA6	darkgreen
SNORA62	darkgreen
SNORA63	darkgreen
SNORA64	grey
SNORA65	darkgreen
SNORA67	darkgreen
SNORA68	darkgreen
SNORA69	turquoise
SNORA70	grey
SNORA70B	turquoise
SNORA70C	turquoise
SNORA70D	turquoise
SNORA70E	turquoise
SNORA70F	turquoise
SNORA70G	turquoise
SNORA71A	grey
SNORA71B	darkgreen
SNORA71C	grey
SNORA71D	darkgreen
SNORA74A	darkgreen
SNORA74B	darkgreen
SNORA75	darkgreen
SNORA77	darkgreen
SNORA79	darkgreen
SNORA80B	grey
SNORD15A	darkgreen
SNORD15B	darkgreen
SNORD17	grey
SNORD94	darkgreen
SNPH	pink
SNRK	grey
SNRNP200	greenyellow
SNRNP25	grey
SNRNP27	grey
SNRNP35	grey
SNRNP40	grey
SNRNP48	grey
SNRNP70	grey
SNRPA	grey
SNRPA1	grey
SNRPB	yellow
SNRPB2	blue
SNRPC	grey
SNRPD1	blue
SNRPD2	blue
SNRPD3	blue
SNRPE	blue
SNRPF	grey
SNRPG	blue
SNTA1	turquoise
SNTB1	grey
SNTB2	greenyellow
SNTN	green
SNUPN	grey
SNW1	grey
SNX11	yellow
SNX12	yellow
SNX13	black
SNX14	blue
SNX15	yellow
SNX16	blue
SNX17	salmon
SNX18	grey
SNX19	grey
SNX2	black
SNX21	grey
SNX24	grey
SNX25	grey
SNX27	grey
SNX29	darkred
SNX3	grey
SNX30	grey60
SNX31	grey
SNX32	turquoise
SNX33	yellow
SNX4	blue
SNX5	blue
SNX6	blue
SNX7	blue
SNX8	grey
SNX9	grey
SOAT1	grey
SOBP	grey
SOCS2	turquoise
SOCS3	turquoise
SOCS4	grey
SOCS5	grey
SOCS7	grey
SOD1	black
SOD2	grey
SOD3	grey
SOLH	brown
SON	greenyellow
SORBS3	darkred
SORCS2	grey
SORD	grey
SORL1	grey
SORT1	grey
SOS1	grey
SOS2	grey
SOSTDC1	grey
SOX1	turquoise
SOX11	turquoise
SOX12	turquoise
SOX13	turquoise
SOX14	turquoise
SOX15	lightcyan
SOX2	grey
SOX21	grey
SOX3	turquoise
SOX4	yellow
SOX6	grey
SOX7	yellow
SOX9	lightcyan
SP1	greenyellow
SP100	lightyellow
SP110	grey
SP140L	grey
SP2	greenyellow
SP3	grey
SP4	grey
SPA17	green
SPACA4	turquoise
SPAG1	green
SPAG16	green
SPAG17	red
SPAG4	turquoise
SPAG5	green
SPAG6	red
SPAG7	blue
SPAG8	green
SPAG9	grey
SPARC	grey
SPAST	blue
SPATA13	darkred
SPATA17	green
SPATA18	red
SPATA2	greenyellow
SPATA20	grey
SPATA22	turquoise
SPATA24	green
SPATA2L	grey
SPATA4	green
SPATA5	grey
SPATA5L1	grey
SPATA6	red
SPATA7	green
SPATS1	red
SPATS2	grey
SPATS2L	grey
SPC24	turquoise
SPCS1	grey
SPCS2	lightgreen
SPCS3	lightgreen
SPDEF	brown
SPDYC	turquoise
SPDYE7P	turquoise
SPECC1L	grey
SPEF1	red
SPEF2	green
SPEG	turquoise
SPEN	grey
SPESP1	grey
SPG11	salmon
SPG20	black
SPG21	grey
SPG7	greenyellow
SPHAR	turquoise
SPHK1	pink
SPHK2	darkred
SPIC	turquoise
SPICE1	grey
SPIN1	grey
SPIN2B	grey
SPIN3	grey
SPIN4	turquoise
SPINK1	grey
SPINK4	grey
SPINK5	brown
SPINK6	turquoise
SPINT1	yellow
SPINT2	grey
SPIRE1	grey
SPIRE2	grey
SPNS1	grey
SPNS2	brown
SPOCD1	pink
SPOCK1	grey
SPOCK3	grey
SPON2	grey
SPOP	grey
SPOPL	grey
SPP1	grey
SPPL2A	grey
SPPL2B	red
SPPL3	grey
SPR	grey
SPRED1	grey
SPRED2	cyan
SPRED3	turquoise
SPRR1A	brown
SPRR1B	brown
SPRR2C	grey
SPRR2D	lightcyan
SPRR2E	lightcyan
SPRR2F	lightcyan
SPRR3	brown
SPRY2	grey
SPRY3	grey
SPRYD3	lightyellow
SPRYD7	lightgreen
SPSB1	salmon
SPSB2	black
SPSB3	grey
SPTAN1	grey
SPTBN1	grey
SPTBN2	grey
SPTBN5	turquoise
SPTLC1	grey
SPTLC2	cyan
SPTLC3	grey
SPTSSA	grey
SPTSSB	black
SPTY2D1	grey
SPZ1	turquoise
SQLE	grey
SQRDL	brown
SQSTM1	yellow
SRBD1	blue
SRC	pink
SRCAP	greenyellow
SRCIN1	red
SRCRB4D	pink
SRD5A1	brown
SRD5A1P1	turquoise
SRD5A2	red
SRD5A3	grey
SREBF1	greenyellow
SREBF2	yellow
SREK1	grey
SREK1IP1	blue
SRF	yellow
SRFBP1	grey
SRGAP1	grey
SRGAP2	grey
SRGAP2B	grey
SRGAP3	darkred
SRGN	pink
SRI	black
SRM	greenyellow
SRP14	blue
SRP19	grey
SRP54	grey
SRP68	greenyellow
SRP72	blue
SRP9	blue
SRPK1	grey
SRPK2	darkred
SRPR	greenyellow
SRPRB	grey
SRPX	pink
SRPX2	grey
SRR	black
SRRD	grey
SRRM1	greenyellow
SRRM2	grey
SRRM5	turquoise
SRRT	greenyellow
SRSF1	grey
SRSF10	grey
SRSF11	grey
SRSF2	grey
SRSF3	black
SRSF4	greenyellow
SRSF5	grey
SRSF6	grey
SRSF7	blue
SRSF8	grey
SRSF9	grey
SRXN1	brown
SS18	grey
SS18L1	grey
SS18L2	blue
SSB	grey
SSBP1	blue
SSBP2	black
SSBP3	grey
SSBP4	red
SSFA2	brown
SSH1	yellow
SSH2	grey
SSH3	salmon
SSNA1	turquoise
SSPN	grey
SSPO	turquoise
SSR1	brown
SSR2	grey
SSR3	lightgreen
SSR4	grey
SSRP1	darkred
SSSCA1	grey
SSTR4	turquoise
SSU72	grey
SSX2IP	black
SSX5	turquoise
ST13	salmon
ST14	greenyellow
ST18	brown
ST3GAL1	pink
ST3GAL2	yellow
ST3GAL3	grey
ST3GAL5	turquoise
ST3GAL6	grey
ST5	grey
ST6GAL1	brown
ST6GALNAC1	grey
ST6GALNAC2	salmon
ST6GALNAC4	grey
ST6GALNAC5	grey
ST6GALNAC6	grey
ST7	grey
ST7L	grey
ST8SIA1	green
ST8SIA4	grey
ST8SIA6	turquoise
STAB1	turquoise
STAC	brown
STAG1	grey
STAG2	blue
STAG3	red
STAM	greenyellow
STAM2	black
STAMBP	grey60
STAMBPL1	black
STAP1	grey
STAP2	brown
STARD10	brown
STARD13	grey
STARD3	yellow
STARD3NL	blue
STARD4	grey
STARD5	brown
STARD7	grey
STARD9	grey
STAT1	grey
STAT2	grey
STAT3	greenyellow
STAT5A	grey
STAT5B	grey
STAT6	grey
STATH	grey
STAU1	grey
STAU2	blue
STBD1	grey
STC1	grey
STC2	grey
STEAP1	grey
STEAP2	grey
STEAP3	grey
STEAP4	grey
STH	turquoise
STIL	red
STIM1	yellow
STIM2	grey
STIP1	lightyellow
STK10	yellow
STK11	grey
STK11IP	darkred
STK16	grey
STK17A	grey
STK17B	grey
STK19	grey
STK24	greenyellow
STK25	yellow
STK3	grey
STK31	black
STK32A	grey
STK32C	grey
STK33	green
STK35	grey
STK36	red
STK38	cyan
STK38L	lightgreen
STK39	grey
STK4	cyan
STK40	greenyellow
STMN1	grey
STMN3	lightcyan
STOM	grey
STOML1	grey
STOML2	darkred
STOML3	green
STON2	grey
STOX1	green
STOX2	darkred
STRA13	brown
STRA6	turquoise
STRADA	lightyellow
STRADB	lightgreen
STRAP	grey
STRBP	green
STRC	turquoise
STRN	brown
STRN3	blue
STRN4	grey
STT3A	grey
STT3B	grey
STUB1	grey
STX10	grey
STX11	grey
STX12	grey
STX16	grey
STX17	grey
STX18	grey
STX19	blue
STX1A	grey
STX1B	turquoise
STX2	red
STX3	grey
STX4	grey60
STX5	grey
STX6	grey
STX7	blue
STX8	blue
STXBP1	darkred
STXBP2	greenyellow
STXBP3	blue
STXBP4	black
STXBP5	brown
STXBP6	grey
STYK1	turquoise
STYX	grey
STYXL1	grey
SUB1	blue
SUCLA2	blue
SUCLG1	blue
SUCLG2	grey
SUCNR1	royalblue
SUDS3	grey
SUFU	grey
SUGP1	grey
SUGP2	grey
SUGT1	grey
SULF1	grey
SULF2	pink
SULT1A1	turquoise
SULT1A2	grey
SULT1B1	grey
SULT1C2	grey
SULT1E1	grey
SULT2B1	grey
SUMF1	grey
SUMF2	grey
SUMO2	blue
SUMO3	yellow
SUMO4	turquoise
SUN1	grey
SUN2	pink
SUOX	grey
SUPT16H	grey
SUPT3H	black
SUPT4H1	blue
SUPT5H	greenyellow
SUPT6H	greenyellow
SUPT7L	darkred
SUPV3L1	grey
SURF1	grey
SURF2	grey
SURF4	yellow
SURF6	grey
SUSD1	yellow
SUSD2	brown
SUSD3	grey
SUSD4	grey
SUV39H1	turquoise
SUV39H2	grey
SUV420H1	grey
SUV420H2	grey
SUZ12	grey
SV2C	grey
SVEP1	grey
SVIL	grey
SVIP	grey
SVOPL	green
SWAP70	yellow
SWI5	grey
SWSAP1	grey
SWT1	grey
SYAP1	grey
SYBU	brown
SYCE1	turquoise
SYCE1L	turquoise
SYCE3	grey
SYCP2	grey
SYDE1	turquoise
SYDE2	grey
SYF2	grey
SYK	greenyellow
SYMPK	greenyellow
SYNC	grey
SYNCRIP	grey
SYNE1	red
SYNE2	darkred
SYNGAP1	red
SYNGR2	brown
SYNJ1	turquoise
SYNJ2	greenyellow
SYNM	grey
SYNPO	yellow
SYNPO2	grey
SYNRG	greenyellow
SYPL1	blue
SYS1	green
SYT1	grey
SYT11	grey
SYT12	grey
SYT15	grey
SYT16	brown
SYT17	grey
SYT5	red
SYT8	grey
SYTL1	darkred
SYTL2	grey
SYTL3	darkred
SYTL4	grey
SYTL5	lightgreen
SYVN1	greenyellow
SZT2	grey
TAAR1	turquoise
TAAR3	turquoise
TAAR5	turquoise
TAAR6	turquoise
TAAR8	turquoise
TAAR9	turquoise
TAB1	lightyellow
TAB2	grey60
TAB3	cyan
TACC1	grey
TACC2	darkred
TACC3	darkred
TACO1	grey
TACR1	grey
TACSTD2	brown
TADA1	grey
TADA2A	grey
TADA2B	greenyellow
TADA3	grey
TAF1	greenyellow
TAF10	grey
TAF11	grey
TAF12	blue
TAF13	grey
TAF15	lightyellow
TAF1A	grey
TAF1B	black
TAF1D	black
TAF1L	turquoise
TAF2	grey
TAF3	greenyellow
TAF4	grey
TAF4B	grey
TAF5	grey
TAF5L	greenyellow
TAF6L	grey
TAF7	grey
TAF8	grey
TAF9	blue
TAF9B	black
TAGAP	grey
TAGLN	pink
TAGLN2	grey
TAGLN3	green
TAL2	turquoise
TALDO1	brown
TAMM41	grey
TANC1	grey
TANC2	greenyellow
TANK	grey
TAOK1	grey
TAOK2	grey
TAOK3	grey
TAP1	lightcyan
TAP2	yellow
TAPBP	grey
TAPBPL	grey
TAPT1	grey
TARBP1	black
TARBP2	grey
TARDBP	grey
TARS	grey
TARS2	salmon
TARSL2	grey
TAS1R3	turquoise
TAS2R1	turquoise
TAS2R10	turquoise
TAS2R13	turquoise
TAS2R14	grey
TAS2R16	turquoise
TAS2R19	turquoise
TAS2R20	turquoise
TAS2R3	turquoise
TAS2R30	turquoise
TAS2R31	turquoise
TAS2R38	turquoise
TAS2R39	turquoise
TAS2R4	turquoise
TAS2R40	turquoise
TAS2R41	turquoise
TAS2R42	turquoise
TAS2R43	turquoise
TAS2R46	turquoise
TAS2R5	turquoise
TAS2R50	turquoise
TAS2R60	turquoise
TAS2R7	turquoise
TAS2R8	turquoise
TAS2R9	turquoise
TASP1	black
TAT	turquoise
TATDN1	blue
TATDN2	greenyellow
TATDN3	blue
TAX1BP1	blue
TAX1BP3	yellow
TAZ	grey
TBC1D1	grey
TBC1D10A	grey60
TBC1D10B	greenyellow
TBC1D10C	turquoise
TBC1D12	blue
TBC1D13	grey60
TBC1D14	grey
TBC1D15	grey
TBC1D16	grey
TBC1D17	grey
TBC1D19	black
TBC1D2	greenyellow
TBC1D20	greenyellow
TBC1D21	turquoise
TBC1D22A	grey
TBC1D22B	grey
TBC1D23	blue
TBC1D24	grey
TBC1D25	grey
TBC1D2B	grey
TBC1D30	grey
TBC1D4	grey
TBC1D5	grey
TBC1D7	grey
TBC1D8	red
TBC1D8B	grey
TBC1D9	yellow
TBC1D9B	greenyellow
TBCA	blue
TBCB	grey
TBCC	grey
TBCCD1	grey
TBCD	grey
TBCE	grey
TBCEL	green
TBCK	black
TBK1	blue
TBKBP1	grey
TBL1X	greenyellow
TBL1XR1	lightgreen
TBL1Y	grey
TBL2	salmon
TBL3	grey
TBP	grey
TBRG1	grey
TBRG4	grey
TBX1	grey
TBX18	grey
TBX19	grey
TBX3	grey
TBX6	grey
TBXAS1	yellow
TC2N	blue
TCEA1	grey
TCEA2	grey
TCEA3	royalblue
TCEAL1	black
TCEAL3	grey
TCEAL4	grey
TCEAL8	blue
TCEANC	grey
TCEANC2	grey
TCEB1	blue
TCEB2	blue
TCEB3	cyan
TCEB3B	turquoise
TCERG1	grey
TCF12	grey
TCF19	darkred
TCF20	grey
TCF24	green
TCF25	grey
TCF3	grey
TCF7L1	grey
TCF7L2	greenyellow
TCFL5	grey
TCHP	greenyellow
TCIRG1	turquoise
TCN1	grey
TCN2	grey
TCOF1	grey
TCP1	grey
TCP11	turquoise
TCP11L1	grey60
TCP11L2	darkred
TCTA	grey
TCTE1	red
TCTEX1D1	green
TCTEX1D2	green
TCTEX1D4	green
TCTN1	red
TCTN2	red
TCTN3	grey
TDG	grey
TDGF1P3	turquoise
TDP1	grey
TDP2	blue
TDRD1	grey
TDRD3	black
TDRD6	grey
TDRD7	grey
TDRD9	grey
TDRKH	grey
TEAD1	cyan
TEAD2	grey
TEAD3	greenyellow
TEAD4	turquoise
TEC	grey
TECPR1	yellow
TECPR2	greenyellow
TECR	darkred
TEDDM1	turquoise
TEF	grey
TEFM	blue
TEKT1	green
TEKT2	red
TEKT3	red
TEKT4	red
TEKT5	grey
TELO2	grey
TENC1	grey
TEP1	brown
TERC	black
TERF1	grey
TERF2	greenyellow
TERF2IP	grey
TES	grey
TESK1	yellow
TESK2	grey
TET2	greenyellow
TET3	greenyellow
TEX10	grey
TEX101	turquoise
TEX2	greenyellow
TEX21P	green
TEX261	greenyellow
TEX9	green
TF	grey
TFAM	blue
TFAMP1	turquoise
TFAP2A	grey
TFAP2C	cyan
TFAP2E	grey
TFAP4	grey
TFB1M	black
TFB2M	blue
TFCP2	darkred
TFCP2L1	grey
TFDP1	darkred
TFDP2	grey
TFDP3	turquoise
TFE3	yellow
TFEB	grey
TFF1	grey
TFF3	brown
TFG	grey60
TFIP11	greenyellow
TFPI	grey
TFPI2	grey
TFPT	grey
TFR2	grey
TFRC	grey
TG	grey
TGDS	blue
TGFA	lightcyan
TGFB1	yellow
TGFB1I1	pink
TGFB2	pink
TGFB3	yellow
TGFBI	pink
TGFBR1	lightgreen
TGFBR2	grey
TGFBR3	darkred
TGFBRAP1	grey60
TGIF1	grey
TGIF2	grey
TGM1	grey
TGM2	grey
TGM3	darkred
TGM5	turquoise
TGS1	grey
TH1L	grey
THADA	green
THAP1	blue
THAP10	green
THAP11	grey
THAP2	blue
THAP3	grey
THAP4	grey
THAP5	grey
THAP6	grey
THAP7	grey
THAP8	grey
THAP9	blue
THBD	turquoise
THBS1	pink
THEM4	turquoise
THG1L	grey
THNSL1	green
THOC1	blue
THOC2	grey
THOC5	greenyellow
THOC6	grey
THOC7	blue
THOP1	grey
THPO	turquoise
THRA	grey
THRAP3	lightyellow
THRB	grey
THSD1	grey
THSD4	pink
THSD7A	grey
THTPA	grey
THUMPD1	grey
THUMPD2	blue
THUMPD3	grey
THY1	pink
THYN1	grey
TIA1	grey
TIAF1	turquoise
TIAL1	grey
TIAM1	grey
TIAM2	pink
TIE1	turquoise
TIFA	grey
TIGD1	turquoise
TIGD2	turquoise
TIGD5	turquoise
TIGD6	grey
TIGD7	grey
TIMELESS	lightyellow
TIMM10	blue
TIMM13	salmon
TIMM17A	blue
TIMM17B	grey
TIMM21	grey
TIMM22	grey
TIMM23	blue
TIMM44	grey
TIMM50	grey
TIMM8A	black
TIMM8B	blue
TIMM9	blue
TIMMDC1	grey
TIMP1	brown
TIMP2	lightcyan
TIMP3	yellow
TIMP4	red
TINAGL1	pink
TINF2	greenyellow
TIPARP	grey
TIPIN	grey
TIPRL	blue
TIRAP	grey
TJAP1	grey
TJP1	greenyellow
TJP2	greenyellow
TK1	grey
TK2	grey
TKT	grey
TKTL2	turquoise
TLCD1	grey
TLCD2	darkred
TLE1	grey
TLE2	cyan
TLE3	cyan
TLE4	lightyellow
TLK2	grey
TLL1	grey
TLL2	grey
TLN1	yellow
TLN2	grey
TLR1	grey
TLR2	pink
TLR3	blue
TLR4	brown
TLR5	grey
TM2D1	blue
TM2D2	pink
TM2D3	turquoise
TM4SF1	royalblue
TM6SF1	grey
TM6SF2	turquoise
TM7SF2	salmon
TM7SF3	grey
TM9SF1	darkred
TM9SF2	grey
TM9SF3	lightgreen
TM9SF4	greenyellow
TMBIM1	lightcyan
TMBIM4	blue
TMBIM6	greenyellow
TMC1	brown
TMC4	darkred
TMC5	grey
TMC6	pink
TMC7	pink
TMCC1	yellow
TMCC2	grey
TMCC3	brown
TMCO1	blue
TMCO3	grey
TMCO4	brown
TMCO5A	green
TMCO6	turquoise
TMCO7	grey
TMED1	grey
TMED10	grey
TMED10P1	turquoise
TMED2	grey
TMED3	royalblue
TMED4	grey
TMED5	grey
TMED8	grey
TMED9	yellow
TMEM101	grey
TMEM102	brown
TMEM104	greenyellow
TMEM106A	lightcyan
TMEM106B	lightgreen
TMEM106C	black
TMEM107	green
TMEM109	greenyellow
TMEM11	lightgreen
EMC3	royalblue
TMEM114	turquoise
TMEM115	grey
TMEM116	blue
TMEM117	grey
TMEM120A	turquoise
TMEM120B	grey
TMEM123	grey
TMEM125	grey
TMEM126A	blue
TMEM126B	blue
TMEM127	greenyellow
TMEM128	grey
TMEM129	grey
TMEM131	lightyellow
TMEM132A	pink
TMEM132B	grey
TMEM133	grey
TMEM134	turquoise
TMEM135	black
TMEM136	grey
TMEM138	black
TMEM139	brown
TMEM140	brown
TMEM141	grey
TMEM143	darkred
TMEM144	grey
TMEM147	turquoise
TMEM14A	black
TMEM14B	black
TMEM14C	blue
TMEM14E	turquoise
TMEM150A	grey
TMEM150C	grey
TMEM154	grey
TMEM156	grey
TMEM158	turquoise
TMEM159	lightcyan
TMEM160	turquoise
TMEM161A	grey
TMEM161B	blue
TMEM164	grey
TMEM165	grey
TMEM167A	blue
TMEM167B	brown
TMEM168	grey
TMEM169	grey
TMEM17	green
TMEM170A	grey
TMEM170B	grey
TMEM171	lightcyan
TMEM173	darkred
TMEM174	turquoise
TMEM175	salmon
TMEM176A	grey
TMEM176B	grey
TMEM178A	grey
TMEM179B	grey
TMEM18	grey
TMEM180	turquoise
TMEM181	grey
TMEM184A	grey
TMEM184B	yellow
TMEM184C	greenyellow
TMEM185A	greenyellow
TMEM185B	turquoise
TMEM186	grey
TMEM187	grey
CNEP1R1	grey
TMEM19	black
TMEM190	red
TMEM191A	grey
TMEM192	grey
TMEM194A	grey
TMEM194B	grey
TMEM198	grey
TMEM199	yellow
TMEM2	greenyellow
TMEM200C	turquoise
TMEM201	grey
TMEM203	turquoise
TMEM204	grey
TMEM205	grey
TMEM206	grey
TMEM208	grey
TMEM209	grey
TMEM211	grey
TMEM212	red
TMEM213	grey
TMEM214	greenyellow
TMEM216	black
TMEM217	pink
TMEM219	brown
TMEM220	grey
TMEM222	yellow
TMEM223	grey
TMEM229A	turquoise
TMEM229B	grey
TMEM231	red
TMEM232	green
TMEM234	grey
TMEM237	black
TMEM241	grey
TMEM242	grey
TMEM25	grey
TMEM27	blue
TMEM30A	grey
TMEM30B	grey60
TMEM33	grey60
TMEM35	grey
TMEM38A	grey
TMEM38B	blue
TMEM39A	blue
TMEM40	blue
TMEM41A	brown
TMEM41B	lightgreen
TMEM42	grey
TMEM43	yellow
TMEM45A	grey
TMEM45B	lightyellow
TMEM47	grey
TMEM48	black
TMEM5	grey
TMEM50A	lightgreen
TMEM50B	black
TMEM51	pink
TMEM52	grey
TMEM53	grey
TMEM54	brown
TMEM55A	grey
TMEM55B	grey
TMEM56	grey
TMEM57	yellow
TMEM59	blue
TMEM59L	grey
TMEM60	grey
TMEM61	grey
TMEM62	royalblue
TMEM63A	grey
TMEM63B	yellow
TMEM63C	lightyellow
TMEM64	grey
TMEM65	grey
TMEM66	darkred
TMEM67	green
TMEM68	black
TMEM69	black
TMEM70	grey
TMEM71	royalblue
TMEM79	grey
TMEM80	grey
TMEM81	turquoise
EMC4	grey
TMEM86A	grey
TMEM87A	blue
TMEM87B	grey
TMEM88	turquoise
TMEM8A	brown
TMEM8B	cyan
TMEM9	grey
TMEM92	lightcyan
EMC6	blue
TMEM97	grey
TMEM98	grey
TMEM99	black
TMEM9B	grey
TMF1	grey
TMIE	grey
TMIGD2	turquoise
TMLHE	blue
TMOD1	grey
TMOD2	grey
TMOD3	lightgreen
TMOD4	turquoise
TMPO	grey
TMPPE	grey
TMPRSS11A	brown
TMPRSS11D	grey
TMPRSS11E	grey
TMPRSS11F	turquoise
TMPRSS13	grey
TMPRSS2	brown
TMPRSS3	grey
TMPRSS4	brown
TMSB10	grey
TMSB4X	grey
TMSB4Y	grey
TMTC1	brown
TMTC2	grey
TMTC3	blue
TMTC4	grey
TMUB1	yellow
TMUB2	yellow
TMX1	blue
TMX2	cyan
TMX3	grey
TMX4	grey
TNC	pink
TNF	pink
TNFAIP1	yellow
TNFAIP2	grey
TNFAIP3	grey
TNFAIP6	grey
TNFAIP8	blue
TNFAIP8L1	salmon
TNFAIP8L3	red
TNFRSF10A	pink
TNFRSF10B	lightcyan
TNFRSF10C	pink
TNFRSF10D	grey
TNFRSF11A	grey
TNFRSF11B	grey
TNFRSF12A	grey
TNFRSF13C	brown
TNFRSF14	grey
TNFRSF18	grey
TNFRSF19	red
TNFRSF1A	grey60
TNFRSF1B	grey
TNFRSF21	greenyellow
TNFRSF25	pink
TNFRSF6B	lightcyan
TNFRSF9	pink
TNFSF10	royalblue
TNFSF11	grey
TNFSF13B	turquoise
TNFSF14	turquoise
TNFSF15	grey
TNFSF18	black
TNFSF9	lightcyan
TNIK	grey
TNIP2	yellow
TNK2	grey
TNKS	grey
TNKS1BP1	yellow
TNKS2	grey
TNNC1	turquoise
TNNC2	turquoise
TNNI2	turquoise
TNNI3	green
TNNT1	grey
TNNT2	turquoise
TNNT3	red
TNPO1	grey
TNPO2	greenyellow
TNPO3	greenyellow
TNRC18	greenyellow
TNRC6A	grey
TNRC6B	grey
TNRC6C	salmon
TNS1	darkred
TNS3	grey
TNS4	yellow
TNXB	grey
TOB2	grey
TOB2P1	turquoise
TOE1	grey
TOLLIP	yellow
TOM1	yellow
TOM1L1	royalblue
TOM1L2	grey
TOMM20	grey
TOMM22	grey
TOMM34	darkred
TOMM40	turquoise
TOMM40L	grey
TOMM6	blue
TOMM7	blue
TOMM70A	grey
TONSL	salmon
TOP1	yellow
TOP1MT	grey
TOP2A	green
TOP2B	grey
TOP3A	greenyellow
TOP3B	grey
TOPBP1	grey
TOPORS	grey
TOR1A	grey
TOR1AIP1	grey
TOR1AIP2	greenyellow
TOR1B	grey60
TOR2A	greenyellow
TOR3A	grey
TOX2	grey
TOX3	salmon
TOX4	grey
TP53	cyan
TP53AIP1	green
TP53BP1	red
TP53BP2	greenyellow
TP53I11	darkred
TP53I13	grey
TP53I3	grey
TP53INP1	grey
TP53INP2	grey
TP53RK	brown
TP53TG5	turquoise
TP63	grey
TP73	red
TPCN1	grey
TPCN2	grey
TPD52	brown
TPD52L1	grey
TPD52L2	brown
TPD52L3	turquoise
TPGS2	grey
TPH2	green
TPI1	grey
TPI1P2	turquoise
TPI1P3	turquoise
TPK1	grey
TPM1	pink
TPM2	grey
TPM3	lightgreen
TPM4	pink
TPMT	grey
TPP1	yellow
TPP2	grey
TPPP	red
TPPP3	green
TPR	grey
TPRA1	brown
TPRG1	turquoise
TPRG1L	grey
TPRKB	blue
TPRN	grey
TPSD1	turquoise
TPST1	grey
TPST2	grey
TPT1	grey
TPX2	grey
TRA2A	grey
TRA2B	grey
TRABD	yellow
TRADD	grey
TRAF1	grey
TRAF2	grey
TRAF3	grey
TRAF3IP1	red
TRAF3IP2	cyan
TRAF4	grey
TRAF5	pink
TRAF6	grey
TRAF7	cyan
TRAFD1	grey
TRAIP	grey
TRAK1	cyan
TRAK2	grey
TRAM1	lightgreen
TRAM1L1	turquoise
TRAM2	grey
TRANK1	greenyellow
TRAP1	greenyellow
TRAPPC1	cyan
TRAPPC10	greenyellow
TRAPPC11	grey
TRAPPC12	grey
TRAPPC2L	blue
TRAPPC3	grey
TRAPPC4	blue
TRAPPC5	grey
TRAPPC6A	grey
TRAPPC6B	blue
TRAPPC8	grey
TRAPPC9	salmon
TRDMT1	black
TREM1	grey
TREM2	grey
TREML2	brown
TREML5P	turquoise
